Program Time [s],Temp,Humid
3812.86,28.32,12
3813.86,28.32,10
3814.86,28.32,10
3815.86,28.32,10
3816.86,28.32,8
3817.86,28.32,7
3818.86,28.32,6
3819.86,27.83,5
3820.87,27.83,5
3821.87,27.83,5
3822.87,27.83,5
3823.87,27.83,4
3824.87,27.83,3
3825.87,27.83,3
3826.87,27.83,7
3827.87,27.83,6
3828.87,27.83,7
3829.88,27.83,8
3830.88,27.83,9
3831.88,27.83,11
3832.88,27.83,11
3833.88,27.34,11
3834.88,27.34,12
3835.89,27.34,12
3836.89,27.34,12
3837.88,27.34,11
3838.89,27.34,12
3839.89,27.34,10
3840.89,27.34,12
3841.89,27.34,9
3842.89,27.34,10
3843.89,27.34,10
3844.89,27.34,9
3845.9,27.34,7
3846.9,27.34,8
3847.89,27.34,7
3848.9,27.34,6
3849.9,27.34,5
3850.9,26.86,5
3851.9,27.34,4
3852.9,27.34,4
3853.9,26.86,3
3854.9,26.86,4
3855.91,26.86,3
3856.91,26.86,4
3857.91,26.86,6
3858.91,26.86,6
3859.91,26.86,6
3860.91,26.86,7
3861.91,26.86,10
3862.91,26.86,10
3863.91,26.86,10
3864.92,26.86,11
3865.92,26.86,11
3866.92,26.86,12
3867.92,26.86,11
3868.92,26.86,11
3869.92,26.86,12
3870.92,26.86,11
3871.92,26.37,10
3872.92,26.37,12
3873.93,26.37,11
3874.93,26.37,10
3875.93,26.37,8
3876.93,26.37,9
3877.93,26.37,7
3878.93,26.37,6
3879.93,26.37,5
3880.93,26.37,5
3881.93,26.37,4
3882.93,26.37,4
3883.94,26.37,4
3884.94,26.37,3
3885.94,26.37,4
3886.94,26.37,5
3887.94,26.37,8
3888.94,26.37,10
3889.94,26.37,11
3890.95,26.37,11
3891.94,26.37,11
3892.95,26.37,11
3893.95,26.37,10
3894.95,26.37,9
3895.95,26.37,6
3896.95,26.37,5
3897.95,26.37,5
3898.95,26.37,5
3899.96,25.88,4
3900.95,25.88,4
3901.95,25.88,4
3902.96,25.88,4
3903.96,25.88,3
3904.96,25.88,3
3905.96,25.88,4
3906.96,25.88,5
3907.96,25.88,6
3908.96,25.88,5
3909.97,25.88,8
3910.97,25.88,10
3911.97,25.88,10
3912.97,25.88,10
3913.97,25.88,11
3914.97,25.88,12
3915.97,25.88,10
3916.97,25.88,12
3917.97,25.88,11
3918.98,25.88,11
3919.98,25.88,12
3920.98,25.88,11
3921.98,25.88,11
3922.98,25.88,10
3923.98,25.88,9
3924.98,25.88,8
3925.98,25.88,9
3926.98,25.39,7
3927.98,25.39,6
3928.99,25.39,5
3929.99,25.39,3
3930.99,25.39,3
3931.99,25.39,4
3932.99,25.39,3
3933.99,25.39,2
3934.99,25.39,3
3935.99,25.39,2
3936.99,25.39,4
3938,25.39,7
3939,25.39,6
3940,25.39,7
3941,25.39,8
3942,25.39,7
3943,25.39,9
3944,25.39,10
3945,25.39,9
3946,25.39,10
3947.01,25.39,11
3948.01,25.39,11
3949.01,25.39,11
3950.01,25.39,10
3951.01,25.39,11
3952.01,25.39,10
3953.01,25.39,9
3954.01,25.39,7
3955.01,25.39,7
3956.01,25.39,5
3957.02,25.39,4
3958.02,25.39,4
3959.02,25.39,4
3960.02,25.39,3
3961.02,24.9,4
3962.02,25.39,3
3963.02,25.39,3
3964.03,24.9,3
3965.02,25.39,5
3966.02,24.9,6
3967.03,24.9,5
3968.03,24.9,5
3969.03,24.9,8
3970.03,24.9,8
3971.03,24.9,8
3972.03,24.9,10
3973.04,24.9,10
3974.04,24.9,10
3975.04,24.9,10
3976.04,24.9,11
3977.04,24.9,11
3978.04,24.9,10
3979.04,24.9,10
3980.04,24.9,9
3981.04,24.9,8
3982.04,24.9,5
3983.05,24.9,4
3984.05,24.9,4
3985.05,24.9,4
3986.05,24.9,3
3987.05,24.9,3
3988.05,24.9,3
3989.05,24.9,3
3990.05,24.9,3
3991.05,24.9,4
3992.06,24.9,3
3993.06,24.9,3
3994.06,24.9,3
3995.06,24.9,4
3996.06,24.9,2
3997.06,24.9,3
3998.06,24.9,2
3999.06,24.9,5
4000.06,24.9,5
4001.06,24.9,7
4002.07,24.9,6
4003.07,24.9,7
4004.07,24.9,9
4005.07,24.9,9
4006.07,24.9,10
4007.07,24.9,10
4008.08,24.41,11
4009.07,24.9,11
4010.07,24.41,11
4011.08,24.9,12
4012.08,24.41,10
4013.08,24.41,11
4014.08,24.41,8
4015.08,24.41,8
4016.08,24.41,8
4017.08,24.41,9
4018.09,24.41,8
4019.08,24.41,6
4020.08,24.41,6
4021.09,24.41,6
4022.09,24.41,4
4023.09,24.41,5
4024.09,24.41,4
4025.09,24.41,3
4026.09,24.41,3
4027.09,24.41,3
4028.1,24.41,3
4029.09,24.41,3
4030.1,24.41,3
4031.1,24.41,3
4032.1,24.41,3
4033.1,24.41,3
4034.1,24.41,3
4035.1,24.41,3
4036.1,24.41,3
4037.11,24.41,3
4038.11,24.41,3
4039.1,24.41,3
4040.11,24.41,3
4041.11,24.41,3
4042.11,24.41,3
4043.11,24.41,2
4044.11,24.41,3
4045.11,24.41,3
4046.11,24.41,2
4047.12,24.41,3
4048.12,24.41,4
4049.12,24.41,4
4050.12,24.41,3
4051.12,24.41,3
4052.12,24.41,3
4053.12,24.41,3
4054.12,24.41,3
4055.12,24.41,3
4056.13,24.41,3
4057.13,24.41,3
4058.13,24.41,3
4059.13,24.41,3
4060.13,24.41,3
4061.13,24.41,4
4062.13,24.41,1
4063.13,24.41,4
4064.13,24.41,6
4065.13,24.41,5
4066.14,24.41,6
4067.14,24.41,5
4068.14,24.41,7
4069.14,24.41,7
4070.14,24.41,7
4071.14,24.41,7
4072.14,24.41,8
4073.14,24.41,9
4074.14,24.41,9
4075.15,24.41,9
4076.15,23.93,8
4077.15,23.93,10
4078.15,24.41,10
4079.15,24.41,10
4080.15,23.93,10
4081.15,24.41,10
4082.16,23.93,11
4083.15,24.41,10
4084.16,23.93,10
4085.16,23.93,11
4086.16,23.93,10
4087.16,23.93,9
4088.16,23.93,9
4089.16,23.93,9
4090.16,23.93,10
4091.16,23.93,9
4092.17,23.93,12
4093.16,23.93,10
4094.17,23.93,8
4095.17,23.93,9
4096.17,23.93,9
4097.17,23.93,9
4098.17,23.93,9
4099.17,23.93,9
4100.17,23.93,9
4101.18,23.93,11
4102.18,23.93,9
4103.17,23.93,9
4104.18,23.93,7
4105.18,23.93,10
4106.18,23.93,9
4107.18,23.93,9
4108.18,23.93,7
4109.18,23.93,7
4110.18,23.93,6
4111.19,23.93,5
4112.19,23.93,4
4113.19,23.93,4
4114.19,23.93,5
4115.19,23.93,4
4116.19,23.93,4
4117.19,23.93,3
4118.19,23.93,3
4119.19,23.93,2
4120.2,23.93,2
4121.2,23.93,2
4122.2,23.93,2
4123.2,23.93,3
4124.2,23.93,3
4125.2,23.93,3
4126.2,23.93,4
4127.2,23.93,5
4128.2,23.93,7
4129.2,23.93,8
4130.21,23.93,9
4131.21,23.93,9
4132.21,23.93,10
4133.21,23.93,11
4134.21,23.93,10
4135.21,23.93,11
4136.21,23.93,11
4137.21,23.93,10
4138.22,23.93,10
4139.22,23.93,10
4140.22,23.93,10
4141.22,23.93,9
4142.22,23.93,8
4143.22,23.93,9
4144.22,23.93,8
4145.22,23.93,7
4146.23,23.93,8
4147.22,23.93,7
4148.22,23.93,7
4149.23,23.93,6
4150.23,23.93,5
4151.23,23.93,4
4152.23,23.93,4
4153.23,23.93,3
4154.23,23.93,3
4155.23,23.93,3
4156.23,23.93,3
4157.23,23.93,3
4158.24,23.93,4
4159.24,23.93,3
4160.24,23.93,3
4161.24,23.93,2
4162.24,23.93,3
4163.24,23.93,3
4164.24,23.93,3
4165.25,23.93,2
4166.25,23.93,4
4167.24,23.93,2
4168.25,23.93,2
4169.25,23.93,4
4170.25,23.93,5
4171.25,23.93,6
4172.25,23.93,6
4173.25,23.93,6
4174.25,23.93,4
4175.26,23.93,5
4176.25,23.93,6
4177.26,23.93,6
4178.26,23.93,5
4179.26,23.93,7
4180.26,23.93,6
4181.26,23.93,9
4182.26,23.93,9
4183.26,23.93,9
4184.27,23.93,9
4185.27,23.93,9
4186.27,23.93,10
4187.27,23.93,10
4188.27,23.93,10
4189.27,23.93,10
4190.27,23.93,11
4191.27,23.93,11
4192.27,23.93,9
4193.27,23.93,9
4194.28,23.93,8
4195.28,23.93,6
4196.28,23.93,5
4197.28,23.93,5
4198.28,23.93,4
4199.28,23.93,3
4200.28,23.93,2
4201.28,23.93,2
4202.28,23.93,6
4203.29,23.93,6
4204.29,23.93,6
4205.29,23.93,9
4206.29,23.93,9
4207.29,23.93,9
4208.29,23.93,11
4209.29,23.93,10
4210.29,23.93,10
4211.29,23.93,10
4212.3,23.44,10
4213.3,23.93,10
4214.3,23.93,9
4215.3,23.93,8
4216.3,23.93,7
4217.3,23.93,6
4218.3,23.44,4
4219.3,23.44,3
4220.3,23.93,3
4221.3,23.93,3
4222.31,23.93,2
4223.31,23.44,3
4224.31,23.44,3
4225.31,23.93,6
4226.31,23.93,5
4227.31,23.93,8
4228.31,23.44,8
4229.32,23.44,10
4230.31,23.44,11
4231.32,23.93,10
4232.32,23.44,10
4233.32,23.44,8
4234.32,23.44,6
4235.32,23.44,5
4236.32,23.44,4
4237.32,23.44,4
4238.32,23.44,3
4239.33,23.44,3
4240.33,23.44,1
4241.33,23.44,5
4242.33,23.93,7
4243.33,23.44,9
4244.33,23.44,10
4245.33,23.44,11
4246.33,23.44,10
4247.34,23.44,10
4248.34,23.44,7
4249.34,23.44,6
4250.34,23.44,5
4251.34,23.44,3
4252.34,23.44,3
4253.34,23.44,2
4254.34,23.44,4
4255.34,23.44,5
4256.34,23.44,8
4257.34,23.44,8
4258.35,23.44,9
4259.35,23.44,10
4260.35,23.44,11
4261.35,23.44,9
4262.35,23.44,9
4263.35,23.44,6
4264.35,23.44,4
4265.35,23.44,2
4266.35,23.44,3
4267.36,23.44,4
4268.36,23.44,6
4269.36,23.44,4
4270.36,23.44,7
4271.36,23.44,9
4272.36,23.44,9
4273.36,23.44,10
4274.36,23.44,10
4275.36,23.44,11
4276.37,23.44,10
4277.37,23.44,10
4278.37,23.44,8
4279.37,23.44,8
4280.37,23.44,7
4281.37,23.44,6
4282.37,23.44,4
4283.37,23.44,4
4284.38,23.44,4
4285.37,23.44,3
4286.38,23.44,2
4287.38,23.44,2
4288.38,23.44,4
4289.38,23.44,5
4290.38,23.44,7
4291.38,23.44,9
4292.38,23.44,9
4293.39,23.44,9
4294.38,23.44,10
4295.39,23.44,9
4296.39,23.44,8
4297.39,23.44,6
4298.39,23.44,4
4299.39,23.44,3
4300.39,23.44,3
4301.39,23.44,3
4302.39,23.44,4
4303.4,23.44,5
4304.4,23.44,7
4305.4,23.44,9
4306.4,23.44,11
4307.4,23.44,10
4308.4,23.44,10
4309.4,23.44,10
4310.4,23.44,9
4311.4,23.44,8
4312.41,23.44,6
4313.41,23.44,4
4314.41,23.44,4
4315.41,23.44,4
4316.41,23.44,3
4317.41,23.44,2
4318.41,23.44,3
4319.41,23.44,6
4320.41,23.44,6
4321.41,23.44,9
4322.42,23.44,10
4323.42,23.44,10
4324.42,23.44,10
4325.42,23.44,7
4326.42,23.44,6
4327.42,23.44,6
4328.42,23.44,4
4329.42,23.44,3
4330.42,23.44,2
4331.43,23.44,2
4332.43,23.44,2
4333.43,23.44,2
4334.43,23.44,4
4335.43,23.44,2
4336.43,23.44,4
4337.43,23.44,5
4338.43,23.44,6
4339.43,23.44,8
4340.44,23.44,10
4341.44,23.44,9
4342.44,23.44,11
4343.44,23.44,10
4344.44,23.44,7
4345.44,23.44,5
4346.44,23.44,4
4347.44,23.44,3
4348.44,23.44,2
4349.44,23.44,3
4350.45,23.44,4
4351.45,23.44,4
4352.45,23.44,7
4353.45,23.44,9
4354.45,23.44,10
4355.45,23.44,10
4356.45,23.44,9
4357.46,23.44,8
4358.45,23.44,7
4359.46,23.44,5
4360.46,23.44,4
4361.46,23.44,3
4362.46,23.44,2
4363.46,23.44,2
4364.46,23.44,4
4365.46,23.44,7
4366.46,23.44,9
4367.47,23.44,10
4368.47,23.44,11
4369.47,23.44,11
4370.47,23.44,9
4371.47,23.44,6
4372.47,23.44,4
4373.47,23.44,3
4374.47,23.44,2
4375.47,23.44,2
4376.48,23.44,2
4377.48,23.44,5
4378.48,23.44,6
4379.48,23.44,9
4380.48,23.44,10
4381.48,23.44,10
4382.48,23.44,11
4383.48,23.44,7
4384.48,23.44,6
4385.49,23.44,4
4386.49,23.44,4
4387.49,23.44,3
4388.49,23.44,3
4389.49,23.44,3
4390.49,23.44,4
4391.49,23.44,6
4392.49,23.44,7
4393.49,23.44,8
4394.5,23.44,10
4395.5,23.44,10
4396.5,23.44,10
4397.5,23.44,9
4398.5,23.44,6
4399.5,23.44,3
4400.5,23.44,3
4401.5,23.44,3
4402.5,23.44,3
4403.5,23.44,6
4404.51,23.44,6
4405.51,23.44,7
4406.51,23.44,9
4407.51,23.44,8
4408.51,23.44,11
4409.51,23.44,10
4410.51,23.44,9
4411.51,23.44,8
4412.51,23.44,7
4413.51,23.44,4
4414.52,23.44,4
4415.52,23.44,3
4416.52,23.44,1
4417.52,23.44,3
4418.52,23.44,4
4419.52,23.44,7
4420.52,23.44,9
4421.53,23.44,9
4422.52,23.44,10
4423.53,23.44,10
4424.53,23.44,10
4425.53,23.44,9
4426.53,23.44,8
4427.53,23.44,8
4428.53,23.44,6
4429.53,23.44,4
4430.54,23.44,3
4431.54,23.44,2
4432.53,23.44,2
4433.54,23.44,3
4434.54,23.44,4
4435.54,23.44,6
4436.54,23.44,7
4437.54,23.44,8
4438.54,23.44,10
4439.55,23.44,10
4440.55,23.44,10
4441.55,23.44,8
4442.55,23.44,7
4443.55,23.44,4
4444.55,23.44,3
4445.55,23.44,2
4446.55,23.44,2
4447.55,23.44,4
4448.55,23.44,6
4449.56,23.44,9
4450.56,23.44,9
4451.56,23.44,10
4452.56,23.44,11
4453.56,23.44,11
4454.56,23.44,8
4455.56,23.44,7
4456.56,23.44,6
4457.56,23.44,4
4458.56,23.44,3
4459.57,23.44,2
4460.57,23.44,3
4461.57,23.44,2
4462.57,23.44,3
4463.57,23.44,6
4464.57,23.44,4
4465.57,23.44,7
4466.57,23.44,9
4467.57,23.44,9
4468.58,23.44,10
4469.58,23.44,10
4470.58,23.44,10
4471.58,23.44,9
4472.58,23.44,9
4473.58,23.44,6
4474.58,23.44,4
4475.58,23.44,4
4476.58,23.44,3
4477.58,23.44,3
4478.59,23.44,3
4479.59,23.44,2
4480.59,23.44,3
4481.59,23.44,5
4482.59,23.44,6
4483.59,23.44,6
4484.59,23.44,7
4485.6,23.44,9
4486.59,23.44,9
4487.6,23.44,11
4488.6,23.44,10
4489.6,23.44,11
4490.6,23.44,9
4491.6,23.44,7
4492.6,23.44,6
4493.6,23.44,4
4494.6,23.44,3
4495.6,23.44,2
4496.6,23.44,3
4497.61,23.44,2
4498.61,23.44,5
4499.61,23.44,6
4500.61,23.44,7
4501.61,23.44,9
4502.61,23.44,9
4503.62,23.44,10
4504.62,23.44,10
4505.62,23.44,10
4506.62,23.44,10
4507.62,23.44,11
4508.62,23.44,9
4509.62,23.44,10
4510.62,23.44,7
4511.62,23.44,7
4512.62,23.44,5
4513.63,23.44,4
4514.63,23.44,4
4515.62,23.44,2
4516.63,23.44,2
4517.63,23.44,2
4518.63,23.44,4
4519.63,23.44,5
4520.63,23.44,7
4521.63,23.44,7
4522.63,23.44,9
4523.64,23.44,9
4524.64,23.44,10
4525.64,23.44,10
4526.64,23.44,11
4527.64,23.44,9
4528.64,23.44,8
4529.64,23.44,8
4530.64,23.44,5
4531.64,23.44,4
4532.65,23.44,3
4533.65,23.44,3
4534.65,23.44,1
4535.65,23.44,6
4536.65,23.44,6
4537.65,23.44,8
4538.65,23.44,8
4539.65,23.44,10
4540.65,23.44,10
4541.66,23.44,10
4542.66,23.44,10
4543.66,23.44,9
4544.66,23.44,11
4545.66,23.44,9
4546.66,23.44,7
4547.66,23.44,7
4548.66,23.44,6
4549.67,23.44,4
4550.66,23.44,3
4551.67,23.44,2
4552.67,23.44,2
4553.67,23.44,2
4554.67,23.44,2
4555.67,23.44,5
4556.67,23.44,6
4557.67,23.44,6
4558.67,23.44,8
4559.67,23.44,9
4560.67,23.44,9
4561.68,23.44,10
4562.68,23.44,10
4563.68,23.44,10
4564.68,22.95,11
4565.68,23.44,10
4566.68,23.44,9
4567.68,23.44,9
4568.69,22.95,8
4569.69,23.44,8
4570.69,23.44,6
4571.69,23.44,6
4572.69,23.44,4
4573.69,22.95,4
4574.69,23.44,4
4575.69,23.44,2
4576.69,23.44,2
4577.7,23.44,2
4578.7,23.44,2
4579.69,22.95,4
4580.7,23.44,4
4581.7,23.44,6
4582.7,23.44,8
4583.7,23.44,9
4584.7,23.44,10
4585.7,23.44,10
4586.71,23.44,10
4587.71,23.44,11
4588.71,23.44,10
4589.71,23.44,10
4590.71,23.44,9
4591.71,23.44,8
4592.71,23.44,7
4593.71,23.44,8
4594.71,23.44,5
4595.71,23.44,6
4596.72,23.44,5
4597.72,22.95,4
4598.72,22.95,3
4599.72,22.95,2
4600.72,22.95,3
4601.72,23.44,2
4602.72,22.95,3
4603.72,23.44,5
4604.72,23.44,7
4605.72,22.95,9
4606.73,22.95,10
4607.73,23.44,10
4608.73,23.44,10
4609.73,22.95,9
4610.73,22.95,7
4611.73,22.95,5
4612.73,23.44,4
4613.73,22.95,4
4614.73,22.95,4
4615.74,23.44,3
4616.74,22.95,2
4617.74,22.95,2
4618.74,22.95,2
4619.74,22.95,2
4620.74,22.95,3
4621.74,23.44,2
4622.74,22.95,3
4623.74,22.95,5
4624.74,22.95,6
4625.75,22.95,5
4626.75,22.95,7
4627.75,22.95,7
4628.75,22.95,9
4629.75,22.95,9
4630.75,22.95,9
4631.75,22.95,9
4632.76,22.95,10
4633.75,22.95,10
4634.76,23.44,10
4635.76,22.95,11
4636.76,22.95,9
4637.76,22.95,10
4638.76,22.95,9
4639.76,22.95,7
4640.76,22.95,6
4641.77,22.95,5
4642.77,22.95,4
4643.76,22.95,4
4644.77,22.95,3
4645.77,22.95,2
4646.77,22.95,3
4647.77,22.95,3
4648.77,22.95,3
4649.77,22.95,2
4650.77,22.95,2
4651.78,22.95,1
4652.78,22.95,3
4653.78,22.95,2
4654.78,22.95,3
4655.78,22.95,5
4656.78,22.95,6
4657.78,22.95,5
4658.78,22.95,7
4659.78,22.95,8
4660.78,22.95,9
4661.79,22.95,9
4662.79,22.95,10
4663.79,22.95,10
4664.79,22.95,9
4665.79,22.95,7
4666.79,22.95,6
4667.79,22.95,3
4668.79,22.95,2
4669.79,22.95,2
4670.8,22.95,3
4671.8,22.95,4
4672.8,22.95,7
4673.8,22.95,9
4674.8,22.95,10
4675.8,22.95,10
4676.8,22.95,10
4677.8,22.95,9
4678.8,22.95,7
4679.8,22.95,7
4680.81,22.95,5
4681.81,22.95,4
4682.81,22.95,3
4683.81,22.95,3
4684.81,22.95,3
4685.81,22.95,2
4686.81,22.95,2
4687.81,22.95,2
4688.81,22.95,3
4689.82,22.95,4
4690.82,22.95,5
4691.82,22.95,4
4692.82,22.95,5
4693.82,22.95,6
4694.82,22.95,7
4695.82,22.95,7
4696.83,22.95,8
4697.82,22.95,8
4698.82,22.95,9
4699.83,22.95,9
4700.83,22.95,8
4701.83,22.95,9
4702.83,22.95,9
4703.83,22.95,10
4704.83,22.95,10
4705.83,22.95,9
4706.84,22.95,10
4707.84,22.95,10
4708.84,22.95,10
4709.84,22.95,10
4710.84,22.95,10
4711.84,22.95,11
4712.84,22.95,10
4713.84,22.95,10
4714.85,22.95,10
4715.85,22.95,10
4716.85,22.95,9
4717.85,22.95,9
4718.85,22.95,12
4719.85,22.95,9
4720.85,22.95,8
4721.85,22.95,8
4722.85,22.95,8
4723.85,22.95,8
4724.85,22.95,6
4725.86,22.95,6
4726.86,22.95,6
4727.86,22.95,4
4728.86,22.95,3
4729.86,22.95,3
4730.86,22.95,3
4731.86,22.95,2
4732.86,22.95,3
4733.86,22.95,2
4734.87,22.95,2
4735.87,22.95,3
4736.87,22.95,6
4737.87,22.95,6
4738.87,22.95,6
4739.87,22.95,6
4740.87,22.95,4
4741.87,22.95,4
4742.87,22.95,5
4743.87,22.95,6
4744.88,22.95,4
4745.88,22.95,6
4746.88,22.95,4
4747.88,22.95,6
4748.88,22.95,6
4749.88,22.95,6
4750.88,22.95,5
4751.88,22.95,4
4752.88,22.95,6
4753.89,22.95,6
4754.89,22.95,4
4755.89,22.95,5
4756.89,22.95,5
4757.89,22.95,6
4758.89,22.95,6
4759.89,22.95,5
4760.9,22.95,5
4761.89,22.95,6
4762.89,22.95,6
4763.9,22.95,7
4764.9,22.95,9
4765.9,22.95,9
4766.9,22.95,9
4767.9,22.95,8
4768.9,22.95,9
4769.9,22.95,8
4770.91,22.95,7
4771.9,22.95,7
4772.91,22.95,7
4773.91,22.95,7
4774.91,22.95,5
4775.91,22.95,5
4776.91,22.95,7
4777.91,22.95,6
4778.91,22.95,7
4779.92,22.95,7
4780.92,22.95,9
4781.91,22.95,9
4782.92,22.95,9
4783.92,22.95,9
4784.92,22.95,10
4785.92,22.95,9
4786.92,22.95,9
4787.92,22.95,10
4788.92,22.95,9
4789.93,22.95,9
4790.93,22.95,10
4791.93,22.95,8
4792.93,22.95,7
4793.93,22.95,8
4794.93,22.95,7
4795.93,22.95,5
4796.93,22.95,4
4797.93,22.95,4
4798.94,22.95,3
4799.94,22.95,3
4800.94,22.95,2
4801.94,22.95,3
4802.94,22.95,3
4803.94,22.95,2
4804.94,22.95,2
4805.94,22.95,4
4806.94,22.95,4
4807.94,22.95,4
4808.95,22.95,6
4809.95,22.95,7
4810.95,22.95,6
4811.95,22.95,9
4812.95,22.95,9
4813.95,22.95,10
4814.95,22.95,10
4815.95,22.95,9
4816.95,22.95,8
4817.95,22.95,6
4818.96,22.95,4
4819.96,22.95,3
4820.96,22.95,3
4821.96,22.95,2
4822.96,22.95,3
4823.96,22.95,4
4824.96,22.95,6
4825.96,22.95,5
4826.96,22.95,7
4827.97,22.95,9
4828.97,22.95,9
4829.97,22.95,10
4830.97,22.95,10
4831.97,22.95,10
4832.97,22.95,10
4833.97,22.95,10
4834.98,22.95,9
4835.97,22.95,8
4836.98,22.95,5
4837.98,22.95,3
4838.98,22.95,4
4839.98,22.95,3
4840.98,22.95,3
4841.98,22.95,3
4842.98,22.95,6
4843.98,22.95,7
4844.99,22.95,9
4845.99,22.95,10
4846.99,22.95,10
4847.99,22.95,11
4848.99,22.95,9
4849.99,22.95,10
4850.99,22.95,8
4851.99,22.95,8
4852.99,22.95,7
4854,22.95,9
4855,22.95,8
4856,22.95,6
4857,22.95,4
4858,22.95,3
4859,22.95,2
4860,22.95,3
4861,22.95,2
4862,22.95,6
4863,22.95,7
4864.01,22.95,9
4865.01,22.95,9
4866.01,22.95,10
4867.01,22.95,10
4868.01,22.95,10
4869.01,22.95,9
4870.01,22.95,10
4871.01,22.95,8
4872.01,22.95,6
4873.02,22.95,5
4874.02,22.95,4
4875.02,22.95,3
4876.02,22.95,2
4877.02,22.95,2
4878.02,22.95,3
4879.02,22.95,2
4880.02,22.95,2
4881.02,22.95,3
4882.02,22.95,1
4883.03,22.95,5
4884.03,22.95,5
4885.03,22.95,5
4886.03,22.95,7
4887.03,22.95,8
4888.03,22.95,8
4889.04,22.95,10
4890.03,22.95,10
4891.03,22.95,9
4892.04,22.95,8
4893.04,22.95,7
4894.04,22.95,6
4895.04,22.95,4
4896.04,22.95,2
4897.04,22.95,2
4898.04,22.95,3
4899.04,22.95,2
4900.04,22.95,4
4901.04,22.95,3
4902.05,22.95,5
4903.05,22.95,4
4904.05,22.95,7
4905.05,22.95,7
4906.05,22.95,9
4907.05,22.95,8
4908.05,22.95,9
4909.05,22.95,10
4910.05,22.95,10
4911.06,22.95,10
4912.06,22.95,10
4913.06,22.95,9
4914.06,22.95,9
4915.06,22.95,10
4916.06,22.95,8
4917.06,22.95,9
4918.07,22.95,8
4919.06,22.95,7
4920.06,22.95,6
4921.07,22.95,6
4922.07,22.95,5
4923.07,22.95,4
4924.07,22.95,3
4925.07,22.95,3
4926.07,22.95,2
4927.07,22.95,2
4928.08,22.95,2
4929.08,22.95,5
4930.08,22.95,6
4931.08,22.95,7
4932.08,22.95,8
4933.08,22.95,10
4934.08,22.95,10
4935.08,22.95,9
4936.08,22.95,7
4937.09,22.95,7
4938.09,22.95,5
4939.08,22.95,3
4940.09,22.95,2
4941.09,22.95,2
4942.09,22.95,2
4943.09,22.95,3
4944.09,22.95,4
4945.09,22.95,6
4946.09,22.95,6
4947.1,22.95,6
4948.1,22.95,6
4949.1,22.95,9
4950.1,22.95,8
4951.1,22.95,9
4952.1,22.95,9
4953.1,22.95,10
4954.1,22.95,9
4955.1,22.95,8
4956.11,22.95,6
4957.11,22.95,4
4958.11,22.95,3
4959.11,22.95,3
4960.11,22.95,2
4961.11,22.95,6
4962.11,22.95,6
4963.11,22.95,9
4964.11,22.95,9
4965.11,22.95,9
4966.12,22.95,9
4967.12,22.95,10
4968.12,22.95,9
4969.12,22.95,10
4970.12,22.95,9
4971.12,22.95,9
4972.12,22.95,7
4973.12,22.95,7
4974.12,22.95,6
4975.13,22.95,4
4976.13,22.95,3
4977.13,22.95,2
4978.13,22.95,3
4979.13,22.95,4
4980.13,22.95,5
4981.13,22.95,4
4982.13,22.95,7
4983.13,22.95,9
4984.14,22.95,10
4985.14,22.95,10
4986.14,22.95,9
4987.14,22.95,8
4988.14,22.95,6
4989.14,22.95,4
4990.14,22.95,3
4991.14,22.95,2
4992.15,22.95,3
4993.15,22.95,4
4994.14,22.95,5
4995.15,22.95,9
4996.15,22.95,8
4997.15,22.95,10
4998.15,22.95,10
4999.15,22.95,10
5000.15,22.95,10
5001.15,22.95,7
5002.16,22.95,7
5003.15,22.95,6
5004.16,22.95,4
5005.16,22.95,3
5006.16,22.95,3
5007.16,22.95,2
5008.16,22.95,2
5009.16,22.95,4
5010.16,22.95,6
5011.17,22.95,9
5012.17,22.95,10
5013.17,22.95,10
5014.17,22.95,11
5015.17,22.95,8
5016.17,22.95,8
5017.17,22.95,6
5018.17,22.95,4
5019.17,22.95,3
5020.17,22.95,3
5021.18,22.95,2
5022.18,22.95,2
5023.18,22.95,1
5024.18,22.95,3
5025.18,22.95,6
5026.18,22.95,5
5027.18,22.95,5
5028.18,22.95,5
5029.18,22.95,6
5030.19,22.95,7
5031.19,22.95,7
5032.19,22.95,9
5033.19,22.95,9
5034.19,22.95,10
5035.19,22.95,10
5036.19,22.95,10
5037.19,22.95,8
5038.19,22.95,5
5039.19,22.95,3
5040.2,22.95,2
5041.2,22.95,2
5042.2,22.95,2
5043.2,22.95,3
5044.2,22.95,5
5045.2,22.95,6
5046.2,22.95,6
5047.2,22.95,6
5048.2,22.95,7
5049.21,22.95,9
5050.21,22.95,9
5051.21,22.95,10
5052.21,22.95,10
5053.21,22.95,11
5054.21,22.95,7
5055.21,22.95,5
5056.22,22.95,4
5057.21,22.95,3
5058.21,22.95,2
5059.22,22.95,3
5060.22,22.95,4
5061.22,22.95,6
5062.22,22.95,8
5063.22,22.95,9
5064.22,22.95,10
5065.23,22.95,10
5066.23,22.95,8
5067.22,22.95,7
5068.23,22.95,6
5069.23,22.95,4
5070.23,22.95,3
5071.23,22.95,2
5072.23,22.95,2
5073.23,22.95,3
5074.23,22.95,5
5075.24,22.95,7
5076.24,22.95,9
5077.24,22.95,10
5078.24,22.95,10
5079.24,22.95,9
5080.24,22.95,8
5081.24,22.95,6
5082.24,22.95,4
5083.24,22.95,2
5084.24,22.95,2
5085.25,22.95,3
5086.25,22.95,5
5087.25,22.95,5
