Program Time [s],seconds, temp, humid
122.487,115,28.32,373
123.487,116,28.32,377
124.49,117,27.83,385
125.489,118,27.83,416
126.493,119,28.32,439
127.492,120,27.83,445
128.496,121,27.83,432
129.495,122,27.83,294
130.498,123,28.32,225
131.498,124,28.32,182
132.501,125,28.32,172
133.502,126,28.32,110
134.5,127,28.32,56
135.503,128,28.32,49
136.503,129,28.32,17
137.506,130,28.32,0
138.506,131,28.32,0
139.505,132,28.32,0
140.508,133,28.32,0
141.508,134,28.32,0
142.511,135,28.32,0
143.511,136,28.32,0
144.514,137,28.81,0
145.513,138,28.32,0
146.518,139,28.32,6
147.517,140,28.32,5
148.52,141,28.32,6
149.519,142,28.32,14
150.523,143,28.32,242
151.522,144,28.32,424
152.525,145,28.32,576
153.525,146,28.32,561
154.528,147,28.32,571
155.528,148,28.32,593
156.531,149,28.32,614
157.532,150,28.32,683
158.534,151,28.32,687
159.535,152,28.32,497
160.537,153,28.32,276
161.536,154,28.32,156
162.535,155,28.32,0
163.539,156,28.32,0
164.538,157,28.32,0
165.537,158,28.32,0
166.541,159,28.32,0
167.54,160,28.32,0
168.544,161,28.32,0
169.543,162,28.32,0
170.547,163,28.32,0
171.548,164,28.32,0
172.549,165,28.32,0
173.549,166,28.32,0
174.552,167,28.32,0
175.556,168,28.32,309
176.555,169,28.32,457
177.554,170,28.32,754
178.558,171,28.32,428
179.557,172,28.81,461
180.561,173,28.32,505
181.56,174,28.32,505
182.564,175,28.81,501
183.563,176,28.32,398
184.566,177,28.32,235
185.566,178,28.32,302
186.569,179,28.32,104
187.569,180,28.32,0
188.569,181,28.32,0
189.571,182,28.32,0
190.571,183,28.81,0
191.57,184,28.32,0
192.574,185,28.32,0
193.574,186,28.81,7
194.578,187,28.32,13
195.58,188,28.32,13
196.587,189,28.32,25
197.579,190,28.32,25
198.582,191,28.32,23
199.581,192,28.32,25
200.585,193,28.32,30
201.584,194,28.32,26
202.588,195,28.32,23
203.587,196,28.32,25
204.59,197,28.32,26
205.59,198,28.32,26
206.593,199,28.32,13
207.593,200,28.32,15
208.596,201,28.32,15
209.595,202,28.32,16
210.595,203,28.32,4
211.598,204,28.32,2
212.598,205,28.32,0
213.603,206,28.32,0
214.603,207,28.32,0
215.604,208,28.32,0
216.604,209,28.32,0
217.603,210,28.81,0
218.606,211,28.81,0
219.605,212,28.81,0
220.609,213,28.81,0
221.608,214,28.81,0
222.612,215,28.81,4
223.611,216,28.81,3
224.615,217,28.81,1
225.614,218,28.81,10
226.618,219,28.81,14
227.618,220,28.81,18
228.621,221,28.81,30
229.62,222,28.81,34
230.623,223,28.81,30
231.622,224,28.81,34
232.626,225,28.81,33
233.63,226,28.81,31
234.625,227,28.81,34
235.631,228,28.81,31
236.627,229,28.81,32
237.631,230,28.81,37
238.63,231,28.81,31
239.634,232,28.81,25
240.635,233,28.81,27
241.636,234,28.81,16
242.636,235,28.81,19
243.639,236,28.81,10
244.639,237,28.81,5
245.638,238,28.81,7
246.641,239,28.81,44
247.641,240,28.81,0
248.644,241,28.81,0
249.644,242,28.81,3
250.647,243,28.81,2
251.646,244,28.81,0
252.646,245,28.81,0
253.651,246,28.32,0
254.649,247,28.32,0
255.652,248,28.32,0
256.652,249,28.32,0
257.655,250,28.32,9
258.654,251,28.32,4
259.658,252,27.83,10
260.657,253,27.83,10
261.661,254,27.83,14
262.66,255,27.83,17
263.664,256,27.83,15
264.663,257,27.83,16
265.666,258,27.83,17
266.667,259,27.83,15
267.669,260,27.83,13
268.668,261,27.83,8
269.668,262,27.34,7
270.671,263,27.34,8
271.671,264,27.34,5
272.674,265,27.34,4
273.673,266,27.34,0
274.677,267,27.34,1
275.676,268,27.34,0
276.676,269,27.34,0
277.679,270,27.34,0
278.678,271,26.86,0
279.682,272,26.86,0
280.681,273,26.86,0
281.685,274,26.86,0
282.684,275,26.86,0
283.688,276,26.86,0
284.687,277,26.86,1
285.69,278,26.86,3
286.69,279,26.86,3
287.689,280,26.86,6
288.692,281,26.86,8
289.692,282,26.86,9
290.695,283,26.86,9
291.695,284,26.37,9
292.7,285,26.37,13
293.699,286,26.37,11
294.701,287,26.37,11
295.7,288,26.37,12
296.704,289,26.37,12
297.703,290,26.37,12
298.707,291,26.37,12
299.706,292,26.37,15
300.709,293,26.37,12
301.709,294,26.37,13
302.712,295,26.37,12
303.712,296,26.37,12
304.717,297,25.88,13
305.714,298,25.88,12
306.714,299,25.88,8
307.718,300,25.88,10
308.717,301,25.88,7
309.72,302,25.88,6
310.719,303,25.88,7
311.72,304,25.88,5
312.722,305,25.88,3
313.722,306,25.88,6
314.725,307,25.88,5
315.724,308,25.88,5
316.728,309,25.88,6
317.727,310,25.88,5
318.731,311,25.88,5
319.73,312,25.39,5
